"package_section","priority","category","stage","filename","source_kind","source_reference","package_path","size","sha256","notes"
"git_history","SHOULD_TAKE","ALREADY_ON_GITHUB","2","rruff70_fixed200_paired_20260806.csv","git_blob","385cbbc9e1897e73f0828ca589e279edcf17bf75:xrd_robustness/reports/rruff70_fixed200_paired_20260806.csv","git_history/385cbbc9/xrd_robustness/reports/rruff70_fixed200_paired_20260806.csv","3715","0E285FDE952746479B7B2609C6C112BEB8E08313607DFC5FF4B0FF790E63BD3B","EXPLORATORY"
"git_history","SHOULD_TAKE","ALREADY_ON_GITHUB","2","rruff70_fixed200_results_20260806.json","git_blob","385cbbc9e1897e73f0828ca589e279edcf17bf75:xrd_robustness/reports/rruff70_fixed200_results_20260806.json","git_history/385cbbc9/xrd_robustness/reports/rruff70_fixed200_results_20260806.json","48037","C935E8A4E88536A1C7005B9BA477A00282D13C0DF2A835FC70B99F10D141FB4C","EXPLORATORY"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","2","analyze_fewshot_results.py","git_blob","385cbbc9e1897e73f0828ca589e279edcf17bf75:xrd_robustness/scripts/analyze_fewshot_results.py","git_history/385cbbc9/xrd_robustness/scripts/analyze_fewshot_results.py","7658","950214C0FB6750335DD7860F42F2126427C3156E688BBA84525335390D8E978B","EXPLORATORY; exact local copy exists"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","2","run_rruff70_fewshot_adaptation.py","git_blob","385cbbc9e1897e73f0828ca589e279edcf17bf75:xrd_robustness/scripts/run_rruff70_fewshot_adaptation.py","git_history/385cbbc9/xrd_robustness/scripts/run_rruff70_fewshot_adaptation.py","8119","7F592DA5FD06AB26BB69D7441C2EA8ECD8F6D8BBDF58BEBF8AA8D6CD9488B415","EXPLORATORY; exact local copy exists"
"git_history","SHOULD_TAKE","ALREADY_ON_GITHUB","5;10","rruff301_retrospective_replay.v1.json","git_blob","512b05fff6bc4cb0def7d3a284720f6f7fc1d83a:xrd_robustness/configs/rruff301_retrospective_replay.v1.json","git_history/512b05ff/xrd_robustness/configs/rruff301_retrospective_replay.v1.json","9259","CCD14167375B31A58040F35834B7FF4F58034371561ABED7666858AC6B5EF0CF","POST_HOC_RECONSTRUCTION"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","5;10","rruff301_retrospective_replay_episode_plan.json","git_blob","512b05fff6bc4cb0def7d3a284720f6f7fc1d83a:xrd_robustness/reports/rruff301_retrospective_replay_episode_plan.json","git_history/512b05ff/xrd_robustness/reports/rruff301_retrospective_replay_episode_plan.json","183133","DF0F888BB318FDE393C8BF04D9FB6372EC5F33260B57F3DDA74452B6B19D8A13","POST_HOC_RECONSTRUCTION_NOT_ORIGINAL_PREREG_PLAN; generated_not_authorized"
"git_history","SHOULD_TAKE","ALREADY_ON_GITHUB","5;10","run_rruff301_retrospective_replay.py","git_blob","512b05fff6bc4cb0def7d3a284720f6f7fc1d83a:xrd_robustness/scripts/run_rruff301_retrospective_replay.py","git_history/512b05ff/xrd_robustness/scripts/run_rruff301_retrospective_replay.py","5094","2BCA5DC75C117557050CCEA6AE6EE37F1E271D269E83E0BA060A96DA6AB1EBFC","POST_HOC_RECONSTRUCTION"
"git_history","SHOULD_TAKE","ALREADY_ON_GITHUB","5;10","rruff301_replay.py","git_blob","512b05fff6bc4cb0def7d3a284720f6f7fc1d83a:xrd_robustness/src/xrd_robustness/evaluation/rruff301_replay.py","git_history/512b05ff/xrd_robustness/src/xrd_robustness/evaluation/rruff301_replay.py","39492","FBF2CE8931A87A426EAD7AB705E9E29F56FD9736C3012B95DFF778EA2C755D04","POST_HOC_RECONSTRUCTION"
"git_history","SHOULD_TAKE","ALREADY_ON_GITHUB","5;10","test_rruff301_retrospective_replay.py","git_blob","512b05fff6bc4cb0def7d3a284720f6f7fc1d83a:xrd_robustness/tests/evidence/test_rruff301_retrospective_replay.py","git_history/512b05ff/xrd_robustness/tests/evidence/test_rruff301_retrospective_replay.py","13170","1015E9ABA09DFEEED59C097CD565B38B4EE78F380BEEDEBAB50313C60E7E1D08","POST_HOC_RECONSTRUCTION"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","3","2026-07-24_RRUFF_FEWSHOT_ADAPTATION.md","git_blob","5e624f0b7a74655e8be841d70c8f06d81c426f34:00_project_context/decisions/2026-07-24_RRUFF_FEWSHOT_ADAPTATION.md","git_history/5e624f0b/00_project_context/decisions/2026-07-24_RRUFF_FEWSHOT_ADAPTATION.md","3318","D923D93E0690C9E0B7B1577AD7BB032D10C694C37036CDC0FD47CDA3AD709E55","HISTORICAL_VALID"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","3-5","real_adaptation.v9.method_transfer.json","git_blob","5e624f0b7a74655e8be841d70c8f06d81c426f34:xrd_robustness/configs/real_adaptation.v9.method_transfer.json","git_history/5e624f0b/xrd_robustness/configs/real_adaptation.v9.method_transfer.json","5967","ED8AF645F914DBF77C55C4789FF809A6B1C41A62C726812AB7A1DA9458E5B7A8","HISTORICAL_VALID"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","3-5","V9_REAL_FEWSHOT_ADAPTATION_PROTOCOL.md","git_blob","5e624f0b7a74655e8be841d70c8f06d81c426f34:xrd_robustness/docs/V9_REAL_FEWSHOT_ADAPTATION_PROTOCOL.md","git_history/5e624f0b/xrd_robustness/docs/V9_REAL_FEWSHOT_ADAPTATION_PROTOCOL.md","7471","97E9D91F8FE8F0AB81CCA4A62F3B1F51F026D74DAFD4D5402CDCEBF038D806ED","HISTORICAL_VALID"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","5-12","rruff301_existing_artifact_lineage_audit.json","git_blob","f36be82b2a0b5fd3c58ec87a58fa6e3ba839f217:xrd_robustness/reports/rruff301_existing_artifact_lineage_audit.json","git_history/f36be82b/xrd_robustness/reports/rruff301_existing_artifact_lineage_audit.json","9832","5B8E2B496C46741346896C1301D70F783F3E3236A4A23B10765DB0D6BD04FB6F","HISTORICAL_VALID; confirmatory_claim_supported false不否定已核验performance"
"inventory","AUDIT","GENERATED","1-13","00_README.md","filesystem","E:\AI4science\YIFENG_RRUFF_HANDOFF_AUDIT\00_README.md","inventory/00_README.md","10248","90DF989A64625231FCABC92238BB99086C17368E95266BEB70EC6F0CA059F3D7","Stage-1 inventory and audit record"
"inventory","AUDIT","GENERATED","1-13","ALREADY_ON_GITHUB.md","filesystem","E:\AI4science\YIFENG_RRUFF_HANDOFF_AUDIT\ALREADY_ON_GITHUB.md","inventory/ALREADY_ON_GITHUB.md","4724","33F2EDDB01716408DFB5B10A94783561859876AEF68B48A5CB43CE866A5602FF","Stage-1 inventory and audit record"
"inventory","AUDIT","GENERATED","1-13","DEEPSEEK_RRUFF_SESSION_INDEX.md","filesystem","E:\AI4science\YIFENG_RRUFF_HANDOFF_AUDIT\DEEPSEEK_RRUFF_SESSION_INDEX.md","inventory/DEEPSEEK_RRUFF_SESSION_INDEX.md","4344","8AA9172B64FC18A1B9F3C9F90E8A061B1D68424053824E0F10A32D01C1236F9F","Stage-1 inventory and audit record"
"inventory","AUDIT","GENERATED","1-13","LOCAL_ONLY.md","filesystem","E:\AI4science\YIFENG_RRUFF_HANDOFF_AUDIT\LOCAL_ONLY.md","inventory/LOCAL_ONLY.md","2807","250336F99CE54CDCC7938B81919F324FE73AA6200B4F90825C86ABDF6D3E0A8B","Stage-1 inventory and audit record"
"inventory","AUDIT","GENERATED","1-13","MISSING_AND_UNKNOWN.md","filesystem","E:\AI4science\YIFENG_RRUFF_HANDOFF_AUDIT\MISSING_AND_UNKNOWN.md","inventory/MISSING_AND_UNKNOWN.md","3704","F3F5979A89B1EE2E65ED01192961972B484C013FB4E95CF87D067810314B814D","Stage-1 inventory and audit record"
"inventory","AUDIT","GENERATED","1-13","MUST_TAKE.md","filesystem","E:\AI4science\YIFENG_RRUFF_HANDOFF_AUDIT\MUST_TAKE.md","inventory/MUST_TAKE.md","6504","51B195F6625F6E7A5A961EC75835A5158C18696A893AD10EC2DDA241D209F76A","Stage-1 inventory and audit record"
"inventory","AUDIT","GENERATED","1-13","REFERENCE_ONLY.md","filesystem","E:\AI4science\YIFENG_RRUFF_HANDOFF_AUDIT\REFERENCE_ONLY.md","inventory/REFERENCE_ONLY.md","2706","723C2F37CC2F80BFD2FCD43101156B47814296690D930F1BB798E44C76A40A38","Stage-1 inventory and audit record"
"inventory","AUDIT","GENERATED","1-13","RRUFF_TIMELINE.md","filesystem","E:\AI4science\YIFENG_RRUFF_HANDOFF_AUDIT\RRUFF_TIMELINE.md","inventory/RRUFF_TIMELINE.md","5956","A056136F1C7106CD383883D24EBA4FFF265902D9517A8AB10120A2A0167D8E84","Stage-1 inventory and audit record"
"inventory","AUDIT","GENERATED","1-13","SHOULD_TAKE.md","filesystem","E:\AI4science\YIFENG_RRUFF_HANDOFF_AUDIT\SHOULD_TAKE.md","inventory/SHOULD_TAKE.md","2621","B3BCA504FAD001B10B5BF17E2D616A217E07129BD83CDBF2D585FB183302D8B6","Stage-1 inventory and audit record"
"inventory","AUDIT","GENERATED","1-13","YIFENG_RRUFF_HANDOFF_AUDIT.csv","filesystem","E:\AI4science\YIFENG_RRUFF_HANDOFF_AUDIT\YIFENG_RRUFF_HANDOFF_AUDIT.csv","inventory/YIFENG_RRUFF_HANDOFF_AUDIT.csv","53890","4F349128A9243D85EF109C763EE2E52DDC738BD4DEDB0EC4333DA815C3FB9659","Stage-1 inventory and audit record"
