sample_id,spectrum_path,crystal_system,source,license_or_permission,phase_purity_status,label_evidence,structure_identifier,spectrum_sha256,rruff_id,mineral_name,ideal_formula_display,ideal_formula_raw,measured_chemistry_raw,space_group,rruff_cell_crystal_system,sample_description,identification_status,official_record_url,raw_archive_member,raw_member_sha256,dif_archive_member,dif_member_sha256,evidence_path,dif_evidence_path,original_two_theta_min,original_two_theta_max,original_step_median,detected_peak_count_qc,contrast_q99_minus_q10,median_intensity_norm_10_80,negative_fraction_10_80,strict_matched_mp_id,strict_matched_mp_split,overlap_status,overlap_audit_confidence,overlap_note,selection_status,selection_rule_version,original_tier,benchmark_scope,freeze_date,dif_consistency_sqrt_pearson,dif_weighted_peak_coverage_5pct,dif_peak_recall_5pct,dif_best_global_shift_deg,dif_best_audit_fwhm_deg,strong_measured_peak_precision,unmatched_strong_measured_peak_count,role_assignment_hash,real_domain_role,adaptation_train_rank_within_class,role_assignment_seed,role_assignment_algorithm,role_assignment_status
RRUFF-R060313,spectra_10_80_step_002/R060313_Sanidine.csv,monoclinic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R060313; SG:C2/m; DIF_MEMBER_SHA256:213E69CAB2EA2021C88F1AA0C4DCBB5F20A104751A71295BE1554AB8B48C3B2D,84ED2F3299819270502E612510B3CFEDE2F489BF52E5B4236C374551B6A795C1,R060313,Sanidine,K(AlSi3O8),K(AlSi_3_O_8_),(K_0.85_Na_0.14_Ba_0.01_)Al_1.04_Si_2.96_O_8_,C2/m,monoclinic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R060313,Sanidine__R060313-1__Powder__Xray_Data_XY_RAW__74b24a1c25138c8795a838ab45bd.txt,00F2F9A06B4D7A2A1AA12100E01626B64EE5B5A84FA2C93BB69014341502BE1D,Sanidine__R060313-1__Powder__DIF_File__51b536efeb9b5aa9f302099691d3.txt,213E69CAB2EA2021C88F1AA0C4DCBB5F20A104751A71295BE1554AB8B48C3B2D,evidence/R060313_Sanidine_metadata.txt,structure_refs/R060313_Sanidine_DIF.txt,5.0,90.0,0.0099999999999997,557,0.4435483871001604,0.0645161290317754,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,BACKUP35_PROMOTED,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.857577419881,0.930419455067,0.803921568627,0.04,0.35,0.958333333333,1,29DA4A7E8AB0F19AEB374D109A0157627C445AB4E1856B9FEF653CABED97510B,adaptation_train,3,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R070576,spectra_10_80_step_002/R070576_Sorensenite.csv,monoclinic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R070576; SG:Cc; DIF_MEMBER_SHA256:AEDA34246183E441BC5FAD46F425E02ABA350A32741AE61B174EDE10600EC4A5,6C227BFCC3E69D9E5F0CF8A9564DD059F5168FCDB3F42A386E5F5EE97AACE39E,R070576,Sorensenite,Na4Be2Sn(Si3O9)2·2H2O,Na_4_Be_2_Sn(Si_3_O_9_)_2_·2H_2_O,(Na_3.98_[box]_0.02_)Be_2.00_(Sn_0.91_Ti_0.07_Nb^5+^_0.02_)(Si_3.00_O_9_)_2_·2H_2_O ; Be and H_2_O not measured but assumed by stoichiometry,Cc,monoclinic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R070576,Sorensenite__R070576-1__Powder__Xray_Data_XY_RAW__c00ff097704294728e7a865cd17c.txt,1BCC3A45B52AB3AFAFFE3BF15C63B72E4F3B54395E57EB676CEDA5EDE24561EA,Sorensenite__R070576-1__Powder__DIF_File__c72af6f8d557b795948143ef4722.txt,AEDA34246183E441BC5FAD46F425E02ABA350A32741AE61B174EDE10600EC4A5,evidence/R070576_Sorensenite_metadata.txt,structure_refs/R070576_Sorensenite_DIF.txt,5.0,90.0,0.0099999999999997,402,0.362101313318763,0.0281425891175847,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.740716648108,0.959723352319,0.914285714286,0.02,0.35,1.0,0,231D5B7E96B28F8801A337F60CB3CCEBF611DE969E2AEA59FF2BF8779EC63C33,adaptation_train,2,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050423,spectra_10_80_step_002/R050423_Bakerite.csv,monoclinic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050423; SG:P2_1/c; DIF_MEMBER_SHA256:9A758199C8946DE83BF908C8F8B95FBDC353A3912D7873BCB692015E8917C763,321C78904ADC5508D3C8D1A8B4848CE4D19591DDCECE31AB859C51BA661B188B,R050423,Bakerite,Ca4B5(SiO4)3(O3(OH)5),Ca_4_B_5_(SiO_4_)_3_(O_3_(OH)_5_),Ca_4.00_(B_4.99_S_0.01_)(Si_2.97_Al_0.03_)O_15_(OH)_5_,P2_1/c,monoclinic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050423,Bakerite__R050423-1__Powder__Xray_Data_XY_RAW__98530cbb5d2195aba4e61e1cfa37.txt,D5F01AD037F7C0B6506C8A3E605D72BE5FB3F62F25D9546DAAE3F2653FBB178A,Bakerite__R050423-1__Powder__DIF_File__fbfebdc75c667ca304a337ab0ca4.txt,9A758199C8946DE83BF908C8F8B95FBDC353A3912D7873BCB692015E8917C763,evidence/R050423_Bakerite_metadata.txt,structure_refs/R050423_Bakerite_DIF.txt,5.0,90.0,0.0099999999999997,526,0.4385964912302447,0.0584795321666786,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.848666422918,0.933559995478,0.836363636364,0.02,0.35,0.916666666667,2,AE49EBD2DE1994CDBC1F0F51EE0D78831BDDA311BDCFAE69EEF0031E871B2F9A,adaptation_validation,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050480,spectra_10_80_step_002/R050480_Miargyrite.csv,monoclinic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050480; SG:C2; DIF_MEMBER_SHA256:08833283521725E1C3CB85423C08FEB02284E127ACEA242AC4A58BBA4D88E541,A3B0306808281F7B2A4A886EAA8C820CB906D94BC78A346BB47E1270AB5D6965,R050480,Miargyrite,AgSbS2,AgSbS_2_,Ag_1.00_Sb_1.00_S_2.00_,C2,monoclinic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050480,Miargyrite__R050480-1__Powder__Xray_Data_XY_RAW__aa07a693ac0013db06259eab4dcb.txt,6D532BA40BD8F76A96D200B333515C89729DF7E1BD0041FA00AFE118240A372F,Miargyrite__R050480-1__Powder__DIF_File__587884b5572c7aa8d28cce4b3c8e.txt,08833283521725E1C3CB85423C08FEB02284E127ACEA242AC4A58BBA4D88E541,evidence/R050480_Miargyrite_metadata.txt,structure_refs/R050480_Miargyrite_DIF.txt,5.0,90.0,0.0099999999999997,558,0.4486486486520295,0.0702702702706933,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,BACKUP35_PROMOTED,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.817259727626,0.901111249844,0.75,0.04,0.35,0.842105263158,3,4C60283FABC968B5FF78F27D503B8BA0AC42A1A45D4F89F496235C038DCCBFFD,adaptation_validation,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050141,spectra_10_80_step_002/R050141_Creedite.csv,monoclinic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050141; SG:C2/c; DIF_MEMBER_SHA256:F32F16FA67E8C4A251D00DB518D0F4CA6E716E11811933D5D728F448B2CB2AFE,DA557EB5A2F1EB6E2A883C42929638F54E2A4F7F7D1870288B8CA1472D9D823E,R050141,Creedite,Ca3Al2(SO4)(OH)2F8·2H2O,Ca_3_Al_2_(SO_4_)(OH)_2_F_8_·2H_2_O,Ca_3.00_Al_2.00_(S_1.00_O_4_)(OH)_2_(F_7.31_(OH)_0.69_)·2H_2_O ; OH estimated by stoichiometry and charge balance OH=10-F,C2/c,monoclinic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050141,Creedite__R050141-1__Powder__Xray_Data_XY_RAW__794fed831fe822f6979372f37fec.txt,AB38951612076B415E7AAEB434E10DED66FDC504A830C59DDF35164B8242AD31,Creedite__R050141-1__Powder__DIF_File__021073eca3310ea37a01bd125893.txt,F32F16FA67E8C4A251D00DB518D0F4CA6E716E11811933D5D728F448B2CB2AFE,evidence/R050141_Creedite_metadata.txt,structure_refs/R050141_Creedite_DIF.txt,5.0,90.0,0.0099999999999997,442,0.3451327433573364,0.0265486725657211,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.697963868425,0.873231601791,0.79012345679,0.02,0.35,1.0,0,BB25CF426C4ED43B690B1069FFD1D39B82B060F732BC7F2D71AEF38CA2BA0492,final_real_test,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050569,spectra_10_80_step_002/R050569_Yttrotungstite-_Y.csv,monoclinic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050569; SG:P2_1/m; DIF_MEMBER_SHA256:DE87B09DDF016032396CBB390184B006BF0ECFE3A0FF930BA3C388472613109F,12E952A3C20B6879B6C7C698CE6C8A587287CE879F2AF63CD622AB205EDF91D1,R050569,Yttrotungstite-(Y),"Y(W,Fe,Si,Al,Ti)2(O,OH,H2O)9","Y(W,Fe,Si,Al,Ti)_2_(O,OH,H_2_O)_9_","(Y_0.70_Nd_0.10_Ce_0.07_Dy_0.07_La_0.04_Ca_0.02_)W_2.00_(O_6.00_(OH)_2.98_(H_2_O)_0.02_) ; O, OH and H_2_O estimated by difference and charge balance.",P2_1/m,monoclinic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050569,Yttrotungstite-(Y)__R050569-1__Powder__Xray_Data_XY_RAW__234f2d899dc2859d2f272f66b28a.txt,344492A8340FFD53577E585E6126325F5D52E752D4197FAB3D8DEC83184A13E5,Yttrotungstite-(Y)__R050569-1__Powder__DIF_File__6df10ec0b68c0ff5329462500b2d.txt,DE87B09DDF016032396CBB390184B006BF0ECFE3A0FF930BA3C388472613109F,evidence/R050569_Yttrotungstite-_Y_metadata.txt,structure_refs/R050569_Yttrotungstite-_Y_DIF.txt,5.0,90.0,0.0099999999999997,540,0.4017094017108286,0.0598290598282853,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.819576629373,0.937910400037,0.875,0.02,0.35,1.0,0,FF0EDECCFC0AB7FEAAB1E0D0571D2432A702EA3F89007C84B1CEDC0F67D5842E,final_real_test,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R060047,spectra_10_80_step_002/R060047_Leadhillite.csv,monoclinic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R060047; SG:P2_1/a; DIF_MEMBER_SHA256:C463BDB2BE30FF25EDE1F17B75AD15D2C850EED57C15E8622F903722E4105715,DBD755A9A95C7AB5737F2B0536BAFB8901107B58B9F68659745DC4DEED8373C6,R060047,Leadhillite,Pb4(SO4)(CO3)2(OH)2,Pb_4_(SO_4_)(CO_3_)_2_(OH)_2_,Pb_4.00_(S_1.00_O_4_)(CO_3_)_2_(OH)_2_,P2_1/a,monoclinic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R060047,Leadhillite__R060047-1__Powder__Xray_Data_XY_RAW__da27cdf93d9ae59a5e06927703c0.txt,A22756072B27344C4BF7E7131AEE3CDCC93FBB8C865C923A467C02DBFD999917,Leadhillite__R060047-1__Powder__DIF_File__768f860032ce0fecf4a27eadb078.txt,C463BDB2BE30FF25EDE1F17B75AD15D2C850EED57C15E8622F903722E4105715,evidence/R060047_Leadhillite_metadata.txt,structure_refs/R060047_Leadhillite_DIF.txt,5.0,90.0,0.0099999999999997,431,0.3090909090894393,0.0484848484830617,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,ELIGIBLE_NOT_SELECTED_PROMOTED_FINAL,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.881388913767,0.919844595109,0.818181818182,0.04,0.35,1.0,0,BB1A5E0F9066735B3A70ABE673F97E6D22F33412C71F78701E2707FE981DD26B,final_real_test,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R060061,spectra_10_80_step_002/R060061_Diopside.csv,monoclinic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R060061; SG:C2/c; DIF_MEMBER_SHA256:21193F44FA4B7B18F11F288E882F87B44D45ABB824E96149F7C1CA38EFC8AC86,5181A32AC2F096E567F895548022234BE8B21665F42DD91EF3B9631B43533581,R060061,Diopside,CaMgSi2O6,CaMgSi_2_O_6_,(Ca_0.99_Mn_0.01_)(Mg_0.92_Fe^2+^_0.06_Mn_0.02_)(Si_1.99_Al_0.01_)O_6_,C2/c,monoclinic,Powder,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R060061,Diopside__R060061-1__Powder__Xray_Data_XY_RAW__22211a9f98aefdf8d42a879185fa.txt,7B91410002C08882F733D859D9831D184431101D46F413B967DF0EF0BE2948C2,Diopside__R060061-1__Powder__DIF_File__ade2dcd733ef17ce20bdd6146416.txt,21193F44FA4B7B18F11F288E882F87B44D45ABB824E96149F7C1CA38EFC8AC86,evidence/R060061_Diopside_metadata.txt,structure_refs/R060061_Diopside_DIF.txt,5.0,90.0,0.0099999999999997,558,0.2698961937683904,0.0519031141874322,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,BACKUP35_PROMOTED,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.783686596667,0.927623451343,0.84375,0.04,0.35,0.941176470588,1,BDE3E3912B0AC0E2B188E121D16C4FCBBCF02E3C74EAD47F8D7887AFD8BAEB56,final_real_test,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R060559,spectra_10_80_step_002/R060559_Clinohumite.csv,monoclinic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R060559; SG:P2_1/b; DIF_MEMBER_SHA256:27BA89EA872DBE9F5CD7E000837EDF88A3448FECEF1E56AE45D5442AD2D41846,8F07D907381FFF16BC88CEE26A691C9E88D871446486A3C21F9C35EFDCA8C8B7,R060559,Clinohumite,Mg9(SiO4)4F2,Mg_9_(SiO_4_)_4_F_2_,(Mg_8.51_Ti_0.24_[box]_0.24_Fe_0.01_)(Si_1.00_O_4_)_4_(F_1.30_(OH)_0.70_) ; OH by difference and stoichiometry,P2_1/b,monoclinic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R060559,Clinohumite__R060559-1__Powder__Xray_Data_XY_RAW__996b0bc7f3f4d83eee221268b314.txt,D9DA7AA38A148763941FEA79C2A46511A330A8E58FD5248895C7D9F03055F4C6,Clinohumite__R060559-1__Powder__DIF_File__5f6b5dd77ee4700cd1f36722d5f7.txt,27BA89EA872DBE9F5CD7E000837EDF88A3448FECEF1E56AE45D5442AD2D41846,evidence/R060559_Clinohumite_metadata.txt,structure_refs/R060559_Clinohumite_DIF.txt,5.0,90.0,0.0099999999999997,489,0.4606299212640302,0.0354330708690773,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.863405798802,0.921971656732,0.791666666667,0.08,0.35,1.0,0,B7F5185FC5EAB02383BEB4C1812833757F9CAFCA215EAECAF3E29880B4C5F33E,final_real_test,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050091,spectra_10_80_step_002/R050091_Thomsonite-Ca.csv,orthorhombic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050091; SG:Pncn; DIF_MEMBER_SHA256:6F04D98EE0C9A99B649E6E3E980DE49396C7292B71EF83EF0AA4C910A2B1D2B2,A632D08BB576B45F87877CBBF48DCFC7CB859C09A30FA9248CCFFAF3B43D88FE,R050091,Thomsonite-Ca,NaCa2(Al5Si5)O20·6H2O,NaCa_2_(Al_5_Si_5_)O_20_·6H_2_O,(Na_0.94_[box]_0.06_)(Ca_1.71_Na_0.29_)(Si_5.35_Al_4.65_)O_20_·7.09H_2_O,Pncn,orthorhombic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050091,Thomsonite-Ca__R050091-1__Powder__Xray_Data_XY_RAW__94c8dac27928c3e730b28562b07c.txt,9F2E07AD8390B751392490FD4CBF545283FC1AF5DE94862E95B967771FB36F33,Thomsonite-Ca__R050091-1__Powder__DIF_File__b9314191abc18f06ad04dd290577.txt,6F04D98EE0C9A99B649E6E3E980DE49396C7292B71EF83EF0AA4C910A2B1D2B2,evidence/R050091_Thomsonite-Ca_metadata.txt,structure_refs/R050091_Thomsonite-Ca_DIF.txt,5.0,90.0,0.0099999999999997,382,0.3776337115043378,0.0243111831446699,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.683633753793,0.922802140524,0.782608695652,0.04,0.35,1.0,0,3D87916AB22443DC933CF1CFC21754C0665D471C9BC91B63C5E8F7A83B35DDC4,adaptation_train,3,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050373,spectra_10_80_step_002/R050373_Enargite.csv,orthorhombic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050373; SG:Pmn2_1; DIF_MEMBER_SHA256:51D0FC80BA2F0BF845383C10751CE401E8B501B6CEF1C51AFA476ABD06D46943,407BBB505926FE37DB18A32EDDEFA8FF7F1F42CB74C7BBDD876F3D4ADDB750EE,R050373,Enargite,Cu3AsS4,Cu_3_AsS_4_,Cu_2.97_As_0.96_Sb_0.01_S_4_,Pmn2_1,orthorhombic,Powder,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050373,Enargite__R050373-1__Powder__Xray_Data_XY_RAW__3b6db3404e9513de951572a2441f.txt,8BCD9B684360C071D14301F7FC766CBBCD14EAE17F9922C24E236513CDFD7D09,Enargite__R050373-1__Powder__DIF_File__fcd79d847bc87a68b03a323ac4c7.txt,51D0FC80BA2F0BF845383C10751CE401E8B501B6CEF1C51AFA476ABD06D46943,evidence/R050373_Enargite_metadata.txt,structure_refs/R050373_Enargite_DIF.txt,5.0,90.0,0.0099999999999997,539,0.380057803468886,0.088150289019853,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,BACKUP35_PROMOTED,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.844797230454,1.0,1.0,0.04,0.35,0.818181818182,2,298B2CA770B85B07A20CA8ED89BAEE7D155E53EC06E606309627ED3EADF580AC,adaptation_train,2,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
