proxy_group_id,anonymized_formula,space_group,nsites,material_id_a,split_a,formula_a,fingerprint_a,material_id_b,split_b,formula_b,fingerprint_b,split_edge,anonymous_high_recall_match,anonymous_default_tolerance_match,same_species_default_tolerance_match,classification,error
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-20715,test,Pr2InGe2,bc86dc2c0e419179ef0003fe5fde709bccf0a51479e90b0530c6d63485e35392,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-20723,train,Ca2PbAu2,689fa3b5ebba568f2f7c1d3c0b088967095f37e8d5fa6303b660ca91a52f191d,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-20870,train,Dy2InPd2,866869a6d281eb6e0fd48736176d81f5ee2d500823ead91dbfe33bd73d1b81f3,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-20908,train,Ce(BC)2,4791791f2e696cc219c30fc714a68ed594eac8a035e1dfb79e2982949109daf5,train-validation,true,false,false,anonymous_prototype_high_recall_only,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-20959,test,Ce2InGe2,6d25739e8fc74f3156a35cf9636ef733871fda35f0426855ba9adf29d7a37dbe,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-21267,train,Yb2InPd2,921a726e669c5e5305eebde25c3b66b08c1f564534ea74560d491313c67cae34,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-21288,train,La2InGe2,abf8315b359d15d9cc4419829179b3fb39e359c41787384e02d804e66b467a92,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-21350,test,Pr2MgGe2,629729d02c99fd81344c07a60410056ae80e2ec46d93a8d7179ff2d352745b63,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-21357,train,U2Fe2Sn,83d62a19c0d1995cdf4bc0decb44cd58b21b5f76bcd42b027ca1981aec81506d,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-21500,test,Yb2InCu2,a034928f810276cd91713af29908b69ab11200dd54d9d5e0d10ebdf7a0f291e1,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-21508,train,Y2Pd2Pb,2f74cbea6fa8dab615de89c9d8b5869b144e930190439075a91cb2b614f8fd01,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-21866,train,Dy2InAu2,e9bc1d071347a31070e103acf43626e97c655ee3e6b52e1a71a703801ba4a3b8,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-22150,train,Zr2InCo2,415f96a36068ac2ae86423285a12ed1e2547c09bc8aac136fce234f8301b63bb,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-22511,train,Ce2MgGe2,092bddf3e160e75e87c75b921eb26e9178e362453f1f51822c281b17d4ae5423,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-2926,train,Pr2MgNi2,c4ea8ce65c30e6ca7971d830b4346db150d2d7b43f938cf06fe67be3402349fc,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-2958,test,Dy(BC)2,e0a362c7351b23510dce46e7fdadc60dc052f628ffd27afc2e406c4837e09b49,validation-test,true,false,false,anonymous_prototype_high_recall_only,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-31087,train,Tb2Pd2Pb,709aa8b36d5c693a1819b0cf13fe0475d5094499e49ee37db5377e1aae024eb8,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-31089,train,Ho2Pd2Pb,fd2025b2a195d0e3acdc79768c88a8454c1cc8056841278a3e34f8c2f51cc14a,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078261,validation,Ho2Ni2Sn,c2a8823879ae19c37d13f68d17387140aeb72f9f2dc2938ec403136143197e84,mp-31090,test,Er2Pd2Pb,78c3852c9feb10688cca5c6c1bc618419477e30ad7b2bbd0326db44468d1ffb2,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1078625,train,Tm2InAu2,f9bd15d13109d84dfb513315c115da2883fcd2f43fe8985a9e6c17d8aec30e41,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1078738,train,Er2InCu2,68126723f45c5d700e46b232ce9be99d56819fbd9fe9f4408b460f52f8e98bf0,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1078866,train,Y(BC)2,387026637e62fa59bcab529a62ba09f9cf88013b59d5103501ee6220a0d4958c,train-validation,true,false,false,anonymous_prototype_high_recall_only,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1078916,train,Tm2InCu2,6a66879743b5e7ca87d473a8727a8e99c2b1862e401c8f087bd9a5cfaed323a1,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1078978,train,Yb2CdGe2,3d7e3d6b95b4b26e540cf7798da1eb2c36982fd90aa4f8aa25f725896a5848f6,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1079112,train,Y2InPd2,0265cd6ebf56e7e78c46ec4bdc8f3a96bf66b749a67111a4205fdb92cf82f762,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1079501,train,Tb2InAu2,0ab574fab5a73ff1bbebca41d67e98b85f9419ea7445325e4c271fdfe4469bfe,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1079508,train,Y2InCu2,af5e5d6ff863dddd173e8cd847ba057be8f9818de4fcd6591fa533f40082bce4,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1079584,train,U2InIr2,74b127b876d60e29b932ae4b5ccddf431dbdf0dbbb978ff6eabffc6b4086da8d,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1079779,train,Tb2InCu2,70786084e025fba6bafd284a6e38238cf3c79d355f814957572ad62e93425921,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1079785,train,Y2CdGe2,2ef48fe6ceec3bf2c176f132fffd22745e0c043a2099d985d68c035ad84979e6,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1079933,train,Y2InAu2,37ab86bba4810868f0176570f1f840548282c1a1c046ddb0ba96c9d304a2cb9e,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1080176,train,Gd(BC)2,89b40de637aef5643dc66f364cce5cd079dd89a004593caedc04956c1f21a4da,train-validation,true,false,false,anonymous_prototype_high_recall_only,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1080181,train,Pr2InNi2,0468308c12f4f6905a65058a1cbf945f6938ee70051daac61681abf8edc9d70c,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1080710,train,Ho2InAu2,93bc9a86bd4caffada861ea9ee358f7a4f1e47efd876155f513ff38d14d7ac69,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1080713,train,Er2Ni2Sn,5c063d8d677b12f2ab29f2944b4eee2e9235cae226fa3a0fc52c2c7a867d6ea4,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1080757,train,Ta2CrB2,fddd1780a1901ae894af6f563435deea38c25903d58640bcf159fa85192fe910,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1080814,train,Lu2InCu2,06147851773f5cd4d5181c62d9f18850390d2f6ff75ec185f31868bae9a3b4c7,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-10853,test,Pr(BC)2,096227eb8a7f48982d5e27b0d5b3d1759b9196eef4ca54256167a2c397052ac9,validation-test,false,false,false,screened_nonmatch,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-10857,train,Tm(BC)2,0b7fa0c13696018a55c0db3c331c94e293b48208498b25a623a91796ce9a1cbd,train-validation,true,false,false,anonymous_prototype_high_recall_only,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1087240,train,La2InPd2,4ea554686d0a7de661ec4cba2313ea406de2f56213e654f0377275fb94fae2b8,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1092278,train,Mn(BMo)2,5c56c89114e6c409575f42a6c6abb9fb239a699709ec24deafa23c1d79d3512a,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1095152,train,Lu2InAu2,5638f421450884e41bd2ae594143abecaf5fb6c7a3b66b631938d4ddc0942aff,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-11086,train,La2MgCu2,0c34bcad9e1e0db2ddc8d7e5b0011ca8604732e486ce758237f373bca2bef0b1,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-11990,train,Pr2CdNi2,06c9c9f1ba3e03efbfb9a417eb1d767d3127c209d31fd580e2cb83154d128fed,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205295,train,Yb2PbAu2,f24e60a6b86f8e481175a387345c4ebac33b6ae62047c4fd6148dcd647d5ed50,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205494,train,Nd2MgSi2,5f7fb6282daf679a2c5dd814e697b74ee0e08a3e8ec5a581694c5274a07a739c,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205499,test,Pr2ScSi2,af8edd47088236b6a7b75ddcc88423c954fd208bcfb443c5d4c5eb1d09de58ad,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205516,test,Er2MgNi2,fa4effaba45b9bc8bee387bc7c3bd333a10f668b5cbb40e09e73c0bcbc8a4137,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205577,train,Pr2MgCu2,9e844f25c9431a2c620eb18d7a78918f06b923848e06a5e3f4e63de0638aceb9,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205581,train,Ho2CdCu2,20a90c51110bfe981be6daac6c1cd1bc793e2eddbc8c245cfabb9521a83dbe70,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205589,train,Pr2MgSi2,6b1acd0b027dd7b29ae466bcf626729a657a8188da34d78fd708362db2f9e6b9,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205619,train,Nd2CdRh2,ae4a2959eed71e0b528abecbad82ba47329bd425c26956b247023fe266908801,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205644,train,Er2CdPd2,c3aaba801f1a5988c1927f02af26284d0394da4d36c7c48e41c575db3b6feffc,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205657,train,Gd2MgNi2,9fe9181f3c79542ef6c4e722d8ad6f5802f72a5bb421fac69c0fd9aa166b4276,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205689,test,Nd2CdPd2,dec51dd9b1925fd12691909c52223c5dc3c1d8f877b97db47257ae9e50abd958,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205707,test,Tb2MgCu2,c27afe6c661e7517921b3c93467ba35cd6edba97dac29d5c5cd9d9360acbafb7,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205724,train,Pr2CdRh2,dd77674511d7c5e41b09511288ee55934009f55d0c9a14aa440186b2337a27de,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205745,train,Er2MgCu2,a80f26da6500d9492ba10d7079de3bfd7e459faa369f5b33278eaf6338e21d0f,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205762,train,La2MgSi2,9f63cc9c62d82688be49de42336db8f872f67f5d3c841e6f1a886b26da99a400,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205812,test,Sm2ScSi2,6d98bcc54c336ec7a0a3fa3522d6531be572195968e4ec00ce71cfe63f5e0c88,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205813,train,Gd2MgSi2,297501172c04d24ca38073bd32691ef7be2cd44ec5ea135c92d486cac1d61b1c,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205853,train,Nd2InAu2,6c29ecc807d46729df91363bc4ccfca33d04745d20ae6a8301c4d3ecd09637ae,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205861,train,Tm2CdCu2,b5f4eb8c2cbb21d99cc7b4852f625f89017245d55bd2a464a3c4fbb8ff7c08a9,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205869,train,Lu2CdPd2,f17322944a38c511108b4ac440e350951833776fce59f6be2d40abab5fd9d581,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205889,train,Yb2InAu2,27672fe9781c70569d2cd29bd102f7d35f2d20d6bedce9a9b3c88f756296538e,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205890,train,Pr2InAu2,67c1612eeab9f6dc8d54206625f76c7113070bb5fc55e5800ab22130ffde3663,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1205925,train,Sm2InAu2,fd358be6a4aed691f36249fcbdb0ae2b83e3db20eaf825ba3bf91616c91c17be,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1206052,train,Ce2SnPd2,166c8a1af1025604bdb7691f58c8222ef41c3e838ed200efea9c21c06f078936,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1206219,test,Sm2CdRh2,5537dd1f2995528cc2e282e684244efd72136d4722f1b49df5e9c868e8708f02,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1206250,train,La2CdPd2,c0366e118631391cce82d740c4684eebfb63d3926d9b0ca9fe5871f9285b94b4,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1206447,train,Dy2MgNi2,3b2ada21e6b34b7167ef2c56e2c8aff7c3549ece5d15aad52095d555eccd661a,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1206453,train,Sm2CdCu2,d7631427796aa354a077cbd46e75ae1cb91c5dd795fb2e8f9d6c84d2e1813c50,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1206490,train,Nb2B2Mo,c28debfe127b6b9cfca786afdaed4a5787bf8dec7039137624efaa03ffb8739b,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1206555,test,Dy2CdCu2,e7483b597ebe7c62482e6ef59288751ae7f411354c90a104beda359428d4bbd2,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1206569,test,Tm2MgSi2,81fce7bb641eb9564682c341704f5847d9e72144882c58696c6f4b26acd783f5,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1206769,train,Tm2MgNi2,4ed1f0391054319e9e95e96c655cd0051cb04d054f1d917e7b7f5ba053e634a3,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1206813,train,Er2MgSi2,6dc0a0a4560c8610d3883dafee908d76ab918aa3a9b918f2ed53d81828d373a0,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1206905,train,Sm2MgCu2,db543b31eee16bce08d3c72c98391c6fa8429a6b804eda66a701c0633d8910d4,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1206931,train,Cr(BMo)2,abd025ed5ed4fed77326a7826801dcd8988ba2f3c257d6dc41d5c23e1a10e48a,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1207248,train,La2CdAu2,71630d8f4f36f4fff542aa96ff8a87ebcd668826dcd9ca1026ac21dc14950651,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1208521,train,Tb2CdCu2,abf99c57326182f7912eaf97d269ddd279c932db6ef01e9e643a54158712080b,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_1d85531ee06f,AB2C2,127,10,mp-1078544,validation,Sc2InCu2,15fb1306a18f4531cfbba96385a04af6df97746da4368372e4fbced863177796,mp-1208848,train,Sm2MgSi2,e4b0633be539374df8c13cc56f36890c732029027a991840f4b2b1352f854814,train-validation,true,true,false,anonymous_prototype_default_tolerance,
