parent_id,representative_scan_id,crystal_system,space_group_consensus,label_source,symmetry_stable,formal_14060_overlap,manual_review_status,exclusion_reason,formula_reduced,parent_group_size
cnrs_parent_0258,pattern_772,tetragonal,125,structure_recomputed_stable_system,True,False,NOT_RUN,,Ca2Ho3(GeO3)4,1
cnrs_parent_0263,pattern_785,tetragonal,125,structure_recomputed_stable_system,True,False,NOT_RUN,,Eu3Mn2(GeO3)4,1
cnrs_parent_0275,pattern_837,tetragonal,139,structure_recomputed_stable_system,True,False,NOT_RUN,,Sr2La2CuO4,1
cnrs_parent_0279,pattern_841,tetragonal,125,structure_recomputed_stable_system,True,False,NOT_RUN,,Ho3Mn2(GeO3)4,1
cnrs_parent_0280,pattern_844,tetragonal,125,structure_recomputed_stable_system,True,False,NOT_RUN,,Ca2Eu3(GeO3)4,1
cnrs_parent_0304,pattern_928,tetragonal,125,structure_recomputed_stable_system,True,False,NOT_RUN,,Ca2Gd3(GeO3)4,1
cnrs_parent_0315,pattern_963,tetragonal,125,structure_recomputed_stable_system,True,False,NOT_RUN,,Y3Mn2(GeO3)4,1
cnrs_parent_0317,pattern_966,tetragonal,125,structure_recomputed_stable_system,True,False,NOT_RUN,,Ca2Y3(GeO3)4,1
cnrs_parent_0319,pattern_975,tetragonal,85,structure_recomputed_stable_system,True,False,NOT_RUN,,Al12CuSi12P12C28N5O52,1
cnrs_parent_0006,pattern_1020,tetragonal,125,structure_recomputed_stable_system,True,False,NOT_RUN,,Ca2Dy3(GeO3)4,1
cnrs_parent_0022,pattern_1049,tetragonal,129,structure_recomputed_stable_system,True,False,NOT_RUN,,PrInS2O,3
cnrs_parent_0075,pattern_21,trigonal,148,structure_recomputed_stable_system,True,False,NOT_RUN,,CoH(CO)5,1
cnrs_parent_0309,pattern_95,trigonal,148,structure_recomputed_stable_system,True,False,NOT_RUN,,ZnH(CO)5,1
cnrs_parent_0026,pattern_107,trigonal,166,structure_recomputed_stable_system,True,False,NOT_RUN,,Na2TiS2,4
cnrs_parent_0041,pattern_127,trigonal,164,structure_recomputed_stable_system,True,False,NOT_RUN,,In4S3,1
cnrs_parent_0047,pattern_142,trigonal,162,structure_recomputed_stable_system,True,False,NOT_RUN,,Na2MnSn2(CN2)6,1
cnrs_parent_0050,pattern_150,trigonal,164,structure_recomputed_stable_system,True,False,NOT_RUN,,Li2TeC2,1
cnrs_parent_0058,pattern_171,trigonal,163,structure_recomputed_stable_system,True,False,NOT_RUN,,AlSiPO4,1
cnrs_parent_0068,pattern_194,trigonal,158,structure_recomputed_stable_system,True,False,NOT_RUN,,FeC6(OF3)6,1
cnrs_parent_0112,pattern_308,trigonal,148,structure_recomputed_stable_system,True,False,NOT_RUN,,Cu6H6C37O44,1
cnrs_parent_0116,pattern_323,trigonal,166,structure_recomputed_stable_system,True,False,NOT_RUN,,LiTiS2,1
cnrs_parent_0125,pattern_354,trigonal,146,structure_recomputed_stable_system,True,False,NOT_RUN,,EuH27(C15O2)3,1
cnrs_parent_0126,pattern_357,trigonal,166,structure_recomputed_stable_system,True,False,NOT_RUN,,La24Mo7O50,1
cnrs_parent_0141,pattern_398,trigonal,166,structure_recomputed_stable_system,True,False,NOT_RUN,,La42Mo13O98,1
cnrs_parent_0145,pattern_413,trigonal,148,structure_recomputed_stable_system,True,False,NOT_RUN,,ZnHC6O7,1
cnrs_parent_0146,pattern_415,trigonal,148,structure_recomputed_stable_system,True,False,NOT_RUN,,CuHC4O3,1
cnrs_parent_0157,pattern_452,trigonal,148,structure_recomputed_stable_system,True,False,NOT_RUN,,CoHC4O3,1
cnrs_parent_0179,pattern_506,trigonal,167,structure_recomputed_stable_system,True,False,NOT_RUN,,Ga2O3,1
cnrs_parent_0208,pattern_587,trigonal,148,structure_recomputed_stable_system,True,False,NOT_RUN,,CdPC3NO8,1
cnrs_parent_0211,pattern_591,trigonal,148,structure_recomputed_stable_system,True,False,NOT_RUN,,MnH(CO)5,1
cnrs_parent_0220,pattern_617,trigonal,148,structure_recomputed_stable_system,True,False,NOT_RUN,,ZnHC6O7,1
cnrs_parent_0237,pattern_673,trigonal,166,structure_recomputed_stable_system,True,False,NOT_RUN,,Ca12CoO6,1
cnrs_parent_0246,pattern_722,trigonal,148,structure_recomputed_stable_system,True,False,NOT_RUN,,Ga41Mo8,1
cnrs_parent_0248,pattern_736,trigonal,148,structure_recomputed_stable_system,True,False,NOT_RUN,,MgH(CO)5,1
cnrs_parent_0270,pattern_820,trigonal,148,structure_recomputed_stable_system,True,False,NOT_RUN,,BaV2Co2(PO4)2,2
cnrs_parent_0272,pattern_826,trigonal,163,structure_recomputed_stable_system,True,False,NOT_RUN,,FeC7(NO2)3,1
cnrs_parent_0276,pattern_838,trigonal,148,structure_recomputed_stable_system,True,False,NOT_RUN,,CoHC6O7,1
cnrs_parent_0277,pattern_839,trigonal,164,structure_recomputed_stable_system,True,False,NOT_RUN,,NaB6H9N,1
cnrs_parent_0278,pattern_840,trigonal,148,structure_recomputed_stable_system,True,False,NOT_RUN,,MnHC4O3,1
cnrs_parent_0289,pattern_878,trigonal,148,structure_recomputed_stable_system,True,False,NOT_RUN,,ZnHC4O3,1
cnrs_parent_0302,pattern_915,trigonal,164,structure_recomputed_stable_system,True,False,NOT_RUN,,Yb(FeO3)2,1
cnrs_parent_0308,pattern_943,trigonal,161,structure_recomputed_stable_system,True,False,NOT_RUN,,H5C6IO2,1
cnrs_parent_0313,pattern_960,trigonal,166,structure_recomputed_stable_system,True,False,NOT_RUN,,KBiSe2,1
cnrs_parent_0012,pattern_1030,trigonal,167,structure_recomputed_stable_system,True,False,NOT_RUN,,Na12Lu2(PO4)3,1
cnrs_parent_0057,pattern_17,hexagonal,193,structure_recomputed_stable_system,True,False,NOT_RUN,,SrAl4(SiO2)4,1
cnrs_parent_0065,pattern_19,hexagonal,191,structure_recomputed_stable_system,True,False,NOT_RUN,,Fe33(Ge18As)2,3
cnrs_parent_0061,pattern_176,hexagonal,191,structure_recomputed_stable_system,True,False,NOT_RUN,,Fe33(Ge19P3)2,3
cnrs_parent_0073,pattern_207,hexagonal,175,structure_recomputed_stable_system,True,False,NOT_RUN,,Na8Ge25,1
cnrs_parent_0093,pattern_249,hexagonal,193,structure_recomputed_stable_system,True,False,NOT_RUN,,Sr21Cu2Bi8(C2O25)2,1
cnrs_parent_0096,pattern_257,hexagonal,193,structure_recomputed_stable_system,True,False,NOT_RUN,,SrAl2(SiO2)2,4
cnrs_parent_0132,pattern_367,hexagonal,176,structure_recomputed_stable_system,True,False,NOT_RUN,,HoH72(C4O)6,1
cnrs_parent_0159,pattern_457,hexagonal,194,structure_recomputed_stable_system,True,False,NOT_RUN,,Cu6H6BrO6F,1
cnrs_parent_0216,pattern_608,hexagonal,191,structure_recomputed_stable_system,True,False,NOT_RUN,,Pb(CS)2,1
cnrs_parent_0223,pattern_627,hexagonal,176,structure_recomputed_stable_system,True,False,NOT_RUN,,Ca5Tb3P3O14,1
cnrs_parent_0288,pattern_873,hexagonal,194,structure_recomputed_stable_system,True,False,NOT_RUN,,Cu6H6ClO6F,1
cnrs_parent_0300,pattern_909,hexagonal,193,structure_recomputed_stable_system,True,False,NOT_RUN,,K2VC12(SN2)3,1
cnrs_parent_0069,pattern_2,cubic,225,structure_recomputed_stable_system,True,False,NOT_RUN,,NiH24(NO)8,1
cnrs_parent_0083,pattern_23,cubic,221,structure_recomputed_stable_system,True,False,NOT_RUN,,Cr4H8C52N32ClO58,1
cnrs_parent_0097,pattern_26,cubic,225,structure_recomputed_stable_system,True,False,NOT_RUN,,Li3Ge2P,1
cnrs_parent_0101,pattern_27,cubic,227,structure_recomputed_stable_system,True,False,NOT_RUN,,Ce4Zr4O7,1
cnrs_parent_0142,pattern_40,cubic,198,structure_recomputed_stable_system,True,False,NOT_RUN,,K3BiS3,1
cnrs_parent_0199,pattern_57,cubic,227,structure_recomputed_stable_system,True,False,NOT_RUN,,Li3Ti3Mn2O4,1
cnrs_parent_0241,pattern_69,cubic,225,structure_recomputed_stable_system,True,False,NOT_RUN,,Li3Sn2As,1
cnrs_parent_0290,pattern_88,cubic,221,structure_recomputed_stable_system,True,False,NOT_RUN,,Fe6H32C52N32ClO42,1
cnrs_parent_0029,pattern_110,cubic,227,structure_recomputed_stable_system,True,False,NOT_RUN,,Zn3Ga3O4,1
cnrs_parent_0035,pattern_119,cubic,227,structure_recomputed_stable_system,True,False,NOT_RUN,,Ge,2
cnrs_parent_0040,pattern_126,cubic,227,structure_recomputed_stable_system,True,False,NOT_RUN,,Li7Ti2O4,1
cnrs_parent_0062,pattern_178,cubic,221,structure_recomputed_stable_system,True,False,NOT_RUN,,Fe14C40N32ClO10,1
cnrs_parent_0067,pattern_193,cubic,227,structure_recomputed_stable_system,True,False,NOT_RUN,,Ni14Bi12Sb2O7,1
cnrs_parent_0077,pattern_215,cubic,216,structure_recomputed_stable_system,True,False,NOT_RUN,,ZnInCuTe,1
cnrs_parent_0085,pattern_236,cubic,205,structure_recomputed_stable_system,True,False,NOT_RUN,,Li21(GeAs4)2,1
cnrs_parent_0105,pattern_279,cubic,198,structure_recomputed_stable_system,True,False,NOT_RUN,,CeZrO4,1
cnrs_parent_0127,pattern_360,cubic,221,structure_recomputed_stable_system,True,False,NOT_RUN,,SrZrTiNbO3,3
cnrs_parent_0129,pattern_363,cubic,198,structure_recomputed_stable_system,True,False,NOT_RUN,,LiMn4O8,1
cnrs_parent_0131,pattern_366,cubic,217,structure_recomputed_stable_system,True,False,NOT_RUN,,Ca4Al6SO24,1
cnrs_parent_0134,pattern_375,cubic,227,structure_recomputed_stable_system,True,False,NOT_RUN,,Zn3Ga3Ge3O4,2
cnrs_parent_0135,pattern_376,cubic,225,structure_recomputed_stable_system,True,False,NOT_RUN,,ZrH16(C11O6)2,1
cnrs_parent_0138,pattern_394,cubic,217,structure_recomputed_stable_system,True,False,NOT_RUN,,ZnC8(I2N)4,2
cnrs_parent_0143,pattern_408,cubic,225,structure_recomputed_stable_system,True,False,NOT_RUN,,Zr3H52C66(NO)24,2
cnrs_parent_0149,pattern_426,cubic,225,structure_recomputed_stable_system,True,False,NOT_RUN,,Li3Si2P,2
cnrs_parent_0160,pattern_458,cubic,201,structure_recomputed_stable_system,True,False,NOT_RUN,,Ni3Bi7Sb3O11,1
cnrs_parent_0175,pattern_493,cubic,225,structure_recomputed_stable_system,True,False,NOT_RUN,,Cu3H6C23O15,1
cnrs_parent_0178,pattern_503,cubic,225,structure_recomputed_stable_system,True,False,NOT_RUN,,Zr3H52(C11O4)6,2
cnrs_parent_0183,pattern_527,cubic,209,structure_recomputed_stable_system,True,False,NOT_RUN,,Ca7Mg11(Ga3O5)4,1
cnrs_parent_0188,pattern_545,cubic,225,structure_recomputed_stable_system,True,False,NOT_RUN,,Zr3H48(C33O8)2,1
cnrs_parent_0196,pattern_565,cubic,221,structure_recomputed_stable_system,True,False,NOT_RUN,,Fe6H32C60N32ClO58,1
cnrs_parent_0200,pattern_570,cubic,221,structure_recomputed_stable_system,True,False,NOT_RUN,,Cu36H24C156N96Cl15O158,1
cnrs_parent_0205,pattern_582,cubic,225,structure_recomputed_stable_system,True,False,NOT_RUN,,Li3Si2As,1
cnrs_parent_0217,pattern_609,cubic,221,structure_recomputed_stable_system,True,False,NOT_RUN,,Cr4H8C32N32ClO16,1
cnrs_parent_0229,pattern_644,cubic,221,structure_recomputed_stable_system,True,False,NOT_RUN,,Cu12H8C24N32Cl5O4,1
cnrs_parent_0238,pattern_678,cubic,229,structure_recomputed_stable_system,True,False,NOT_RUN,,Na75Sr75Al330Si330C128(NO67)11,1
cnrs_parent_0249,pattern_737,cubic,221,structure_recomputed_stable_system,True,False,NOT_RUN,,Cu12H8C32N32Cl5O16,1
cnrs_parent_0255,pattern_759,cubic,205,structure_recomputed_stable_system,True,False,NOT_RUN,,Li21(SiAs4)2,1
cnrs_parent_0257,pattern_770,cubic,201,structure_recomputed_stable_system,True,False,NOT_RUN,,Fe3Bi7Sb3O11,1
cnrs_parent_0265,pattern_790,cubic,221,structure_recomputed_stable_system,True,False,NOT_RUN,,NaNiH3,1
cnrs_parent_0266,pattern_794,cubic,221,structure_recomputed_stable_system,True,False,NOT_RUN,,SrTiNbO3,2
cnrs_parent_0268,pattern_810,cubic,206,structure_recomputed_stable_system,True,False,NOT_RUN,,Rb8Ga27Sb19,1
cnrs_parent_0282,pattern_851,cubic,198,structure_recomputed_stable_system,True,False,NOT_RUN,,K2Hf2Ni2(PO4)3,1
cnrs_parent_0303,pattern_919,cubic,216,structure_recomputed_stable_system,True,False,NOT_RUN,,CdInCuTe,1
cnrs_parent_0311,pattern_956,cubic,221,structure_recomputed_stable_system,True,False,NOT_RUN,,Cr4H8C24N32ClO4,1
cnrs_parent_0316,pattern_964,cubic,225,structure_recomputed_stable_system,True,False,NOT_RUN,,CsMn(CN)3,1
cnrs_parent_0001,pattern_1009,cubic,216,structure_recomputed_stable_system,True,False,NOT_RUN,,CeZrO4,1
cnrs_parent_0024,pattern_1051,cubic,221,structure_recomputed_stable_system,True,False,NOT_RUN,,Fe6H32C32N32ClO4,1
